"x","y","color","pen down?","x","y","color","pen down?"
"572","13","105","true","572","158","15","true"
"573","14","105","true","573","157","15","true"
"574","14","105","true","574","159","15","true"
"575","16","105","true","575","157","15","true"
"576","17","105","true","576","154","15","true"
"577","16","105","true","577","155","15","true"
"578","15","105","true","578","157","15","true"
"579","15","105","true","579","161","15","true"
"580","16","105","true","580","159","15","true"
"581","18","105","true","581","158","15","true"
"582","18","105","true","582","154","15","true"
"583","20","105","true","583","158","15","true"
"584","20","105","true","584","159","15","true"
"585","22","105","true","585","160","15","true"
"586","21","105","true","586","158","15","true"
"587","23","105","true","587","156","15","true"
"588","22","105","true","588","157","15","true"
"589","22","105","true","589","156","15","true"
"590","21","105","true","590","152","15","true"
"591","20","105","true","591","153","15","true"
"592","21","105","true","592","153","15","true"
"593","21","105","true","593","151","15","true"
"594","21","105","true","594","148","15","true"
"595","21","105","true","595","151","15","true"
"596","20","105","true","596","150","15","true"
"597","21","105","true","597","154","15","true"
"598","21","105","true","598","150","15","true"
"599","21","105","true","599","151","15","true"
"600","23","105","true","600","153","15","true"
"601","24","105","true","601","152","15","true"
"602","24","105","true","602","149","15","true"
"603","25","105","true","603","149","15","true"
"604","25","105","true","604","144","15","true"
"605","24","105","true","605","143","15","true"
"606","26","105","true","606","144","15","true"
"607","27","105","true","607","147","15","true"
"608","24","105","true","608","152","15","true"
"609","24","105","true","609","150","15","true"
"610","23","105","true","610","150","15","true"
"611","23","105","true","611","148","15","true"
"612","25","105","true","612","150","15","true"
"613","24","105","true","613","147","15","true"
"614","24","105","true","614","141","15","true"
"615","25","105","true","615","140","15","true"
"616","25","105","true","616","134","15","true"
"617","23","105","true","617","136","15","true"
"618","23","105","true","618","134","15","true"
"619","22","105","true","619","132","15","true"
"620","22","105","true","620","134","15","true"
"621","21","105","true","621","138","15","true"
"622","22","105","true","622","142","15","true"
"623","21","105","true","623","145","15","true"
"624","21","105","true","624","145","15","true"
"625","25","105","true","625","145","15","true"
"626","24","105","true","626","141","15","true"
"627","22","105","true","627","142","15","true"
"628","22","105","true","628","143","15","true"
"629","22","105","true","629","149","15","true"
"630","21","105","true","630","144","15","true"
"631","21","105","true","631","139","15","true"
"632","20","105","true","632","141","15","true"
"633","21","105","true","633","140","15","true"
"634","21","105","true","634","133","15","true"
"635","19","105","true","635","130","15","true"
"636","19","105","true","636","130","15","true"
"637","19","105","true","637","133","15","true"
"638","22","105","true","638","132","15","true"
"639","23","105","true","639","132","15","true"
"640","20","105","true","640","134","15","true"
"641","21","105","true","641","136","15","true"
"642","21","105","true","642","141","15","true"
"643","22","105","true","643","143","15","true"
"644","21","105","true","644","143","15","true"
"645","20","105","true","645","147","15","true"
"646","21","105","true","646","146","15","true"
"647","21","105","true","647","143","15","true"
"648","22","105","true","648","146","15","true"
"649","22","105","true","649","150","15","true"
"650","21","105","true","650","148","15","true"
"651","20","105","true","651","147","15","true"
"652","20","105","true","652","149","15","true"
"653","19","105","true","653","146","15","true"
"654","22","105","true","654","148","15","true"
"655","21","105","true","655","150","15","true"
"656","20","105","true","656","148","15","true"
"657","19","105","true","657","144","15","true"
"658","19","105","true","658","147","15","true"
"659","21","105","true","659","147","15","true"
"660","22","105","true","660","148","15","true"
"661","23","105","true","661","147","15","true"
"662","22","105","true","662","149","15","true"
"663","23","105","true","663","152","15","true"
"664","22","105","true","664","153","15","true"
"665","22","105","true","665","153","15","true"
"666","21","105","true","666","156","15","true"
"667","24","105","true","667","159","15","true"
"668","23","105","true","668","159","15","true"
"669","23","105","true","669","157","15","true"
"670","24","105","true","670","152","15","true"
"671","25","105","true","671","155","15","true"
"672","26","105","true","672","152","15","true"
"673","24","105","true","673","151","15","true"
"674","25","105","true","674","150","15","true"
"675","25","105","true","675","147","15","true"
"676","25","105","true","676","152","15","true"
"677","25","105","true","677","147","15","true"
"678","27","105","true","678","147","15","true"
"679","25","105","true","679","146","15","true"
"680","24","105","true","680","144","15","true"
"681","25","105","true","681","146","15","true"
"682","24","105","true","682","145","15","true"
"683","23","105","true","683","147","15","true"
"684","24","105","true","684","142","15","true"
"685","24","105","true","685","141","15","true"
"686","23","105","true","686","143","15","true"
"687","25","105","true","687","140","15","true"
"688","27","105","true","688","137","15","true"
"689","26","105","true","689","140","15","true"
"690","27","105","true","690","142","15","true"
"691","28","105","true","691","148","15","true"
"692","24","105","true","692","151","15","true"
"693","25","105","true","693","150","15","true"
"694","26","105","true","694","157","15","true"
"695","26","105","true","695","159","15","true"
"696","26","105","true","696","153","15","true"
"697","29","105","true","697","152","15","true"
"698","26","105","true","698","150","15","true"
"699","26","105","true","699","153","15","true"
"700","26","105","true","700","157","15","true"
"701","27","105","true","701","154","15","true"
"702","27","105","true","702","156","15","true"
"703","27","105","true","703","153","15","true"
"704","26","105","true","704","152","15","true"
"705","27","105","true","705","154","15","true"
"706","25","105","true","706","153","15","true"
"707","27","105","true","707","151","15","true"
"708","28","105","true","708","150","15","true"
"709","28","105","true","709","151","15","true"
"710","28","105","true","710","151","15","true"
"711","28","105","true","711","156","15","true"
"712","28","105","true","712","156","15","true"
"713","29","105","true","713","158","15","true"
"714","27","105","true","714","156","15","true"
"715","28","105","true","715","161","15","true"
"716","29","105","true","716","161","15","true"
"717","28","105","true","717","163","15","true"
"718","27","105","true","718","168","15","true"
"719","27","105","true","719","165","15","true"
"720","26","105","true","720","162","15","true"
"721","25","105","true","721","158","15","true"
"722","26","105","true","722","161","15","true"
"723","27","105","true","723","158","15","true"
"724","29","105","true","724","157","15","true"
"725","30","105","true","725","156","15","true"
"726","31","105","true","726","157","15","true"
"727","29","105","true","727","153","15","true"
"728","29","105","true","728","152","15","true"
"729","30","105","true","729","154","15","true"
"730","30","105","true","730","154","15","true"
"731","31","105","true","731","150","15","true"
"732","32","105","true","732","144","15","true"
"733","31","105","true","733","141","15","true"
"734","29","105","true","734","139","15","true"
"735","29","105","true","735","145","15","true"
"736","30","105","true","736","143","15","true"
"737","27","105","true","737","144","15","true"
"738","29","105","true","738","139","15","true"
"739","28","105","true","739","135","15","true"
"740","27","105","true","740","130","15","true"
"741","26","105","true","741","130","15","true"
"742","28","105","true","742","129","15","true"
"743","27","105","true","743","130","15","true"
"744","28","105","true","744","130","15","true"
"745","29","105","true","745","137","15","true"
"746","28","105","true","746","138","15","true"
"747","29","105","true","747","138","15","true"
"748","29","105","true","748","138","15","true"
"749","30","105","true","749","136","15","true"
"750","31","105","true","750","133","15","true"
"751","31","105","true","751","131","15","true"
"752","31","105","true","752","136","15","true"
"753","31","105","true","753","139","15","true"
"754","33","105","true","754","137","15","true"
"755","34","105","true","755","134","15","true"
"756","32","105","true","756","133","15","true"
"757","29","105","true","757","133","15","true"
"758","29","105","true","758","132","15","true"
"759","28","105","true","759","136","15","true"
"760","27","105","true","760","138","15","true"
"761","29","105","true","761","138","15","true"
"762","30","105","true","762","132","15","true"
"763","30","105","true","763","132","15","true"
"764","29","105","true","764","126","15","true"
"765","26","105","true","765","125","15","true"
"766","25","105","true","766","125","15","true"
"767","26","105","true","767","124","15","true"
"768","27","105","true","768","127","15","true"
